,brand_name,ticker_name
2114,Insteel Industries Incインスティール インダストリーズ,IIIN
2115,I3 Verticals AI3 バーティカルズ A,IIIV
2116,Inspira Technologiesインスピラ,IINN
2117,Ikena Oncology Incイケナ オンコロジー,IKNA
2118,Inhibikase Therapeutics Incインヒビカセ セラピューティクス,IKT
2119,Illuminaイルミナ,ILMN
2120,International Media Acquisition Corp Aインターナショナル メディア アクイジシ A,IMAQ
2121,IMAX Corpアイマックス,IMAX
2122,IM Cannabis CorpIM カンナビス,IMCC
2123,ImmunoGenイミュノジェン,IMGN
2124,Ingles Markets Inc Aイングルス マーケッツ A,IMKTA
2125,Immersion Corporationイマージョン コーポレーション,IMMR
2126,Immix Biopharma Incイミックス バイオファーマ,IMMX
2127,Immunome  Incイミュノーム　インク,IMNM
2128,Imunon Incイムノン,IMNN
2129,Imperial Oil Limitedインペリアル オイル,IMO
2130,Impel Pharmaceuticals Incインペル ファーマシューティカルズ,IMPL
2131,Imperial Petroleum Incインペリアル ペトロリアム,IMPP
2132,Imara Incイマラ,IMRA
2133,Immuneering Corp Aイミュニアリング A,IMRX
2134,Integrated Media Technology Limitedインテグレイティッド メディア テクノロ,IMTE
2135,Immatics NVイマティクス,IMTX
2136,Immunic Incイミューニック,IMUX
2137,Immunovant Incイムノバント,IMVT
2138,International Money Express Incインターナショナル マネー エクスプレス,IMXI
2139,IN8bio Incイン8バイオ,INAB
2140,Insight Acquisition Corp Aインサイト アクイジション A,INAQ
2141,First Internet Bancorpファースト インターネット バンコープ,INBK
2142,Intelligent Bio Solutions Incインテリジェント バイオ ソリューションズ,INBS
2143,Inhibrx Incインヒブラックス,INBX
2144,Incyteインサイト,INCY
2145,Independent Bank Corp MAインディペンデント バンク,INDB
2146,indie Semiconductor Inc Aインディー セミコンダクタ A,INDI
2147,Indaptus Therapeutics Incインダプタス セラピューティクス,INDP
2148,Informatica Incインフォマティカ,INFA
2149,Infinera Corporationインフィネラ,INFN
2150,InfuSystem Holdings Incインフューシステム・ホールディングス,INFU
2151,Inogenイノジェン,INGN
2152,Ingredionイングレディオン,INGR
2153,MiNK Therapeutics Incミンク セラピューティクス,INKT
2154,InMed Pharmaceuticals Incインメッド ファーマシューティカルズ,INM
2155,INmune Bio IncInmune Bio Inc,INMB
2156,Inmode Ltdインモード,INMD
2157,Innovage Holding Corpイノヴェージ ホールディング,INNV
2158,Inovio Pharmaceuticals Incイノビオ ファーマシューティカルズ,INO
2159,Innodata Incイノデータ,INOD
2160,Inpixonインピクション,INPX
2161,Inspired Entertainment Incインスパイアード,INSE
2162,Inseego Corpインセゴー,INSG
2163,Insmed Incインスメッド,INSM
2164,Inspire Medical Systems Incインスパイア メディカル システムズ,INSP
2165,Instructure Holdings Incインストラクチャーホールディングス,INST
2166,International Seaways Incインターナショナル シーウエイズ,INSW
2167,Intapp Incインタップ,INTA
2168,Intelインテル,INTC
2169,Integral Acquisition Corporation1 Aインテグラル アクイジション コーポ1 A,INTE
2170,The InterGroup Corporationインターグループ,INTG
2171,inTEST Corporationインテスト　コーポレーション,INTT
2172,Intuitインチュイト,INTU
2173,Intrusion Incイントゥルージョン,INTZ
2174,Inuvo Incイヌーボ,INUV
2175,Innoviva Incイノヴィヴァ,INVA
2176,Identiv Incアイデンティブ,INVE
2177,INVO Bioscience IncINVO バイオサイエンス,INVO
2178,Innoviz Technologies Ltdイノビズ テクノロジズ,INVZ
2179,Inozyme Pharma Incイノザイム ファーマ,INZY
2180,Innovative International Acquisition C Aイノベイティブ インターナショナル アク A,IOAC
2181,IO Biotech IncIO バイオテック,IOBT
2182,Assure Holdings Corpアシュアー ホールディングス,IONM
2183,IonQ IncIonQ Inc,IONQ
2184,Ionis Pharmaceuticals Incアイオニス ファーマシューティカルズ,IONS
2185,Innospec Incイノスペック,IOSP
2186,Samsara Incサムサラ,IOT
2187,Iovance Biotherapeutics Incアイオバンス バイオセラピューティクス,IOVA
2188,International Paperインターナショナル ペーパー,IP
2189,ImmunoPrecise Antibodies Ltdイミューロプレサイズ アンチボディー,IPA
2190,Inter Parfums Incインター パフュームズ,IPAR
2191,Professional Diversity Network Incプロフェッショナル ダイバーシティ ネッ,IPDN
2192,Interpublic Groupインターパブリック グループ,IPG
2193,IPG PhotonicsIPGフォトニクス,IPGP
2194,Intrepid Potash Incイントレピッド ポタッシュ,IPI
2195,Century Therapeutics Incセンチュリー セラピューティクス,IPSC
2196,InterPrivate III Financial Partners Inc.インタープライベート3 フィナンシャル パートナーズ,IPVF
2197,iPower Incアイパワー,IPW
2198,Ideal Power Incアイディアル パワー,IPWR
2199,IQVIA Holdingsアイキューヴァイア ホールディングス,IQV
2200,Ingersoll-Rand Incインガーソールランド,IR
2201,Iris Acquisition Corp Aアイリス アクイジション A,IRAA
2202,iRobotアイロボット,IRBT
2203,Iridium Communicationsイリジウム コミュニケーションズ,IRDM
2204,Iris Energy Ltdアイリス　エナジー,IREN
2205,IRIDEX Corpイリデックス,IRIX
2206,iRadimedイラディメド,IRMD
2207,Disc Medicine Incディスク メディスン インク,IRON
2208,IF Bancorp IncＩＦバンコープ,IROQ
2209,Integrated Rail and Resources Acquisit Aインターグレイティッド レイル & リソー A,IRRX
2210,iRhythm Technologies Incアイリズム テクノロジーズ,IRTC
2211,Ironwood Pharmaceuticals Incアイアンウッド ファーマシューティカルス,IRWD
2212,Issuer Direct Corporationイシュアーダイレクト,ISDR
2213,iSpecimen Incアイスペスィマン,ISPC
2214,Inspirato Incorporatedインスピレイト インク,ISPO
2215,Intuitive Surgicalインテューイティブ サージカル,ISRG
2216,Innovative Solutions and Support Incイノベイティブ ソリューションズ＆サポー,ISSC
2217,Investar Holding Corporationインベスター ホールディング,ISTR
2218,iSun  Incアイサン,ISUN
2219,Gartnerガートナー,IT
2220,Industrial Tech Acquisitions2 Inc Aインダストリアル テック アクイジショ2 A,ITAQ
2221,Intra Cellular Therapies Incイントラセルラー セラピーズ,ITCI
2222,Integer Holdings Corporationインテジャー ホールディングス,ITGR
2223,Iteris Incイテリス,ITI
2224,Investors Title Coインベスターズ タイトル,ITIC
2225,iTeos Therapeutics Incアイテオス セラピューティクス,ITOS
2226,Integra Resources Corpインテグラル リソーシズ,ITRG
2227,Itronアイトロン,ITRI
2228,Iterum Therapeutics plcアイテラム,ITRM
2229,Ituran Location and Control Ltdイツーラン ロケーション アンド コントロ,ITRN
2230,ITTITT,ITT
2231,Illinois Tool Worksイリノイ ツール ワークス,ITW
2232,Intevac Incインテバック,IVAC
2233,Investcorp Europe Acquisition Corp1 Aインベスターコーポ ヨーロッパ1 A,IVCB
2234,Swiftmerge Acquisition Corp Aスイフトマージ アクイジション A,IVCP
2235,Iveda Solutions Incイヴェダ ソリューションズ,IVDA
2236,Invivyd Incインビビッド,IVVD
2237,Invescoインベスコ,IVZ
2238,9 Acquisition Corp A9 アクイジション コーポ A,IXAQ
2239,IZEA Worldwide IncIZEAワールドワイ,IZEA
2240,Jacobs Solutions Incジェイコブス ソリューションズ,J
2241,Jack in The Boxジャック イン ザ ボックス,JACK
2242,Jaguar Health  Incジャガーアニマルヘルス,JAGX
2243,JAKKS Pacific Incジャックス パシフィック,JAKK
2244,Jamf Holding Corpジャムフ,JAMF
2245,JANONE INCジャノン インク,JAN
2246,Janux Therapeutics Incジャナックス セラピューティクス,JANX
2247,Jupiter Acquisition Corporation Aジュピター アクイジション A,JAQC
2248,Jazz Pharmaceuticalsジャズ ファーマシューティカルズ,JAZZ
2249,JB Hunt Transport ServicesJB ハント トランスポート サービシズ,JBHT
2250,Janus International Group Incジェーナス インタナショナル グループ,JBI
2251,Jabilジェイビル,JBL
2252,JetBlue Airwaysジェットブルー エアウェイズ,JBLU
2253,John B Sanfilippo & SonジョンBサンフィリッポ アンド サン,JBSS
2254,John Bean Technologies Corporationジョンビーン テクノロジー,JBT
2255,Johnson Controls Internationalジョンソン コントロールズ インターナショナル,JCI
2256,Jewett Cameron Trading Company Ltdジェウェット キャメロン トレーディング,JCTCF
2257,Jefferies Financial Groupジェフェリーズ フィナンシャル グループ,JEF
2258,JELD WEN Holding Incジェルド ウェン ホールディング,JELD
2259,Jaguar Global Growth Corporation1 Aジャガー グローバル グロース1 A,JGGC
2260,Janus Henderson Group plcジャナス・ヘンダーソン・グループ,JHG
2261,J Jillジェイ ジル,JILL
2262,J&J Snack FoodsJ&Jスナック フーズ,JJSF
2263,Jack Henry & Associatesジャック ヘンリー アンド アソシエーツ,JKHY
2264,Jones Lang Lasalle Incジョーンズ ラング ラサール,JLL
2265,Johnson & Johnsonジョンソン エンド ジョンソン,JNJ
2266,Juniper Networksジュニパー ネットワークス,JNPR
2267,JOANN Incジョアン,JOAN
2268,GEE Group IncGEEグループ,JOB
2269,Joby Aviation Incジョビー アビエーション,JOBY
2270,The St Joe Companyセント ジョー,JOE
2271,Johnson Outdoors Inc Aジョンソン アウトドアーズ A,JOUT
2272,JPMorgan ChaseJPモルガン チェース,JPM
2273,Jerash Holdings (US) Incジェラシュ・ホールディングス,JRSH
2274,James River Group Holdings Ltdジェームス リバー グループ ホールディングス,JRVR
2275,Jasper Therapeutics Incジャスパー セラピューティクス,JSPR
2276,Jet.AI Incジェット エーアイ インク,JTAI
2277,Coffee Holding Co Incコーヒー ホールディング,JVA
2278,Jowell Global Ltd ジョウエル グローバル,JWEL
2279,Nordstromノードストロム,JWN
2280,Jaws Mustang Acquisition Corporation Aジョーズ マスタング アクイジション A,JWSM
2281,Jackson Financial Inc Aジャクソン　フィナンシャル A,JXN
2282,Jiya Acquisition Corp -Cl Aジヤ　アクイジション　Ａ,JYAC
2283,Joint Corpジョイント,JYNT
2284,Jiuzi Holdings Incジウズー,JZXN
2285,Kellanovaケラノヴァ,K
2286,Kineta Incキネタ,KA
2287,Kairous Acquisition Corp Limitedカリウス アクイジション,KACL
2288,Kadant Incカダント,KAI
2289,Kismet Acquisition Two Corpキスメット　アクイジション　ツー,KAII
2290,KALA BIO Incカラ バイオ,KALA
2291,Kaiser Aluminum Corpカイザー アルミナム,KALU
2292,Kalvista Pharmaceuticalsカルビスタ ファーマシューティカルズ,KALV
2293,Kaman Corpケイマン コーポレーション,KAMN
2294,OPENLANE Incオープンレーン,KAR
2295,Karooooo Ltdカルー,KARO
2296,Kaival Brands Innovations Grカイバル　ブランズ　イノベーションズ　グループ,KAVL
2297,KB HomeKB ホーム,KBH
2298,Kubient  Incキュービネット　インク,KBNT
2299,KBRKBR,KBR
2300,Kensington Capital Acquisition Corp5 Aケンシングトン キャピタル アクイジシ5 A,KCGI
2301,Kyndryl Holdings Incキンドリル,KD
2302,Keurig Dr Pepperキューリグ ドクターペッパー,KDP
2303,Kimball Electronics Incキンボール エレクトロニクス,KE
2304,Kelly Services Inc Aケリー サービシズ A,KELYA
2305,Kelly Services Incケリー サービシズ,KELYB
2306,Kenon Holdings Ltdケノン ホールディングス,KEN
2307,Kewaunee Scientific Corporationキウォーニー・サイエンティフィック,KEQU
2308,Akerna Corpアケルナ,KERN
2309,Kirby Corporationカービー,KEX
2310,KeyCorpキーコープ,KEY
2311,Keysight Technologiesキーサイト テクノロジー,KEYS
2312,Kentucky First Federal Bancorpケンタッキー ファースト フェデラル バ,KFFB
2313,Kforce IncＫフォース,KFRC
2314,WabtecKingsway Financial Servicesキングズウェイファイナンシャルサービシズ,KFS
2315,Korn Ferryコーン フェリー,KFY
2316,Kinross Goldキンロス ゴールド,KGC
2317,Kraft Heinzクラフト ハインツ,KHC
2318,OrthoPediatrics Corpオーソピディアトリックス,KIDS
2319,Nextdoor Holdings Inc Aネクストドア ホールディングス A,KIND
2320,Kingstone Companies Incキングストーン・カンパニーズ,KINS
2321,Kelso Technologies Incケルソ テクノロジーズ,KIQ
2322,Kirkland’s Incカークランズ,KIRK
2323,Kirkland Lake Gold Ltdカークランド レイク ゴールド,KL
2324,KLAKLA,KLAC
2325,WK Kellogg CoWK ケロッグ,KLG
2326,Kulicke And Soffa Industries Incキューリッキ&ソファ インダストリーズ,KLIC
2327,Kaltura Incカルトゥーラ,KLTR
2328,KLX Energy Services Holdings IncＫＬＸエナジー・サービス・ホールディング,KLXE
2329,Kimberly-Clarkキンバリー クラーク,KMB
2330,Kamada Ltdカマダ,KMDA
2331,Kinder Morgan A&Pキンダー モーガン,KMI
2332,Kemper Corpケンパー,KMPR
2333,Kennametal Incケナメタル,KMT
2334,CarMaxカーマックス,KMX
2335,Knowles Corporationノールズ,KN
2336,Kandi Technologies Group Incカンディ テクノロジーズ グループ,KNDI
2337,Knife River Corporationナイフ リバー コーポレーション,KNF
2338,Kiniksa Pharmaceuticals Aキニクサ ファーマシューティカルズ A,KNSA
2339,Kinsale Capital Group Incキンセール キャピタル グループ,KNSL
2340,KnightSwan Acquisition Corporation Aナイトスワン アクイジション A,KNSW
2341,Kinnate Biopharma Incキンネイト　バイオファーマ,KNTE
2342,Kinetik Holdings Incキネティック ホールディングス,KNTK
2343,Knight-Swift Transportationナイトスイフトトランスポーテーション,KNX
2344,The Coca-Colaコカ コーラ,KO
2345,Kodiak Sciences Incコディアック サイエンシズ,KOD
2346,Eastman Kodakイーストマン コダック,KODK
2347,Koppers Holdings Incコパーズ ホールディングス,KOP
2348,Kopinコーピン,KOPN
2349,"KORE Group Holdings, Inc.KORE グループ",KORE
2350,Kosmos Energyコスモス エナジー,KOS
2351,Koss Corporationコス　コーポレーシヨン,KOSS
2352,"Katapult Holdings, Inc.カタパルト ホールディングス",KPLT
2353,Kiora Pharmaceuticals Incキオラ ファーマシューティカルズ,KPRX
2354,Karyopharm Therapeutics Incカリオファーム セラピューティクス,KPTI
2355,The Krogerクローガー,KR
2356,KORU Medical Systems Incコル メディカル システムズ,KRMD
2357,Kernel Group Holdings Incカーネル グループ アクイジション,KRNL
2358,Kornit Digital Ltdコーニット デジタル,KRNT
2359,Kearny Financial Corp MDカーニー フィナンシャル,KRNY
2360,Kronos Worldwide Incクロノス ワールドワイド,KRO
2361,Kronos Bio  Incクロノス　バイオ,KRON
2362,Keros Therapeutics Incケロス セラピューティクス,KROS
2363,Karat Packaging Incカラット パッケージング,KRT
2364,Karuna Therapeutics Incカルナ セラピューティクス,KRTX
2365,Kura Sushi USA Inc Aくら 寿司 USA A,KRUS
2366,KRYSTAL BIOTECH Incクリスタル バイオテック,KRYS
2367,Knightscope Inc Aナイトスコープ A,KSCP
2368,Kohl'sコールズ,KSS
2369,Kontoor Brands Incコントール ブランド,KTB
2370,Key Tronic Corporationキー トロニック,KTCC
2371,Kratos Defense & Security Solutionsクラトス・ディフェンス＆セキュリティー・ソリューションズ,KTOS
2372,Kintara Therapeutics Incキンタラ セラピューティクス,KTRA
2373,Pasithea Therapeutics Corpパスィセア セラピューティクス,KTTA
2374,KULR Technology Group IncKULR テクノロジー グループ,KULR
2375,Kura Oncology Incクラ オンコロジー,KURA
2376,KVH Industries Incケーブイエイチ インダストリーズ,KVHI
2377,Khosla Ventures Acquisition Coコースラ ベンチャー アクイジション,KVSA
2378,Kenvue Incケンビュー,KVUE
2379,Kennedy Wilson Holdings Incケネディウィルソン ホールディングス,KW
2380,Quaker Houghtonクエーカー ホートン,KWR
2381,Kaixin Auto Holdingsカイシン　オート　ホールディングス,KXIN
2382,Keyarch Acquisition Corporationケヤチ アクイジション,KYCH
2383,Kymera Therapeutics Incキメラ セラピューティクス,KYMR
2384,Kezar Life Sciences Incケザー ライフ サイエンシズ,KZR
2385,Loewsロウズ,L
2386,Lithium Americas Argentina Corpリチウム アメリカズ アルゼンチン,LAAC
2387,Landos Biopharma Inc ランドスバイオファーマ,LABP
2388,Lithium Americas Corpリチウム　アメリカズ,LAC
2389,Lithia Motors Inc Aリシア モーターズ A,LAD
2390,SEALSQ CorpシールSQ コーポ,LAES
2391,Lakeland Industries Incレイクランド インダストリーズ,LAKE
2392,Lancaster Colony Corporationランカスター コロニー,LANC
2393,Lanvin Group Holdings Ltdランバン グループ ホールディングス,LANV
2394,Landmark Bancorp Incランドマーク バンコープ,LARK
2395,nLightエンライト,LASR
2396,LatAmGrowth SPACラッタムグロース SPAC,LATG
2397,Laureate Education Inc Aローリエット エデュケーション A,LAUR
2398,CS Disco IncCSディスコ,LAW
2399,Luminar Technologies Inc Aルミナー テクノロジーズ A,LAZR
2400,Lazydays Holdings Incレイジーデイズ ホールディングス,LAZY
2401,Lakeland Bancorp Incレイクランド バンコープ,LBAI
2402,Luther Burbank Corpルーサー バーバンク,LBC
2403,Longboard Pharmaceuticals Inロングボード　ファーマシューティカルズ,LBPH
2404,Liberty Broadband Corp Aリバティ ブロードバンド A,LBRDA
2405,Liberty Broadband Corp Cリバティ ブロードバンド C,LBRDK
2406,Liberty Energy Inc Aリバティ　エナジー　A,LBRT
2407,Liberty Global Aリバティ グローバル A,LBTYA
2408,Liberty Global plcリバティ グローバル,LBTYB
2409,Liberty Global PLC Cリバティ グローバル C,LBTYK
2410,LendingClubレンディング クラブ,LC
2411,Landcadia Holdings4 Inc Aランドケイディア ホールディングス4 A,LCA
2412,L Catterton Asia Acquisition CorpL キャタルトン アジア アクイジション,LCAA
2413,Locafy Limitedロカファイ,LCFY
2414,Lucid Group Inc Aルシード グループ A,LCID
2415,LCI IndustriesLCIインダストリーズ,LCII
2416,LCNB Corporationエル シー エヌ ビー,LCNB
2417,Lineage Cell Therapeutics Incリネージ セル セラピューティクス,LCTX
2418,Lifetime Brands Incライフタイム ブランズ,LCUT
2419,Learn CW Investment Corporation Aラーン CW インベストメント A,LCW
2420,LoanDepot Inc Aローンデポ A,LDI
2421,Leidos Holdingsレイドス ホールディングス,LDOS
2422,Lendway Incレンドウェイ,LDWY
2423,Lands' Endランズ エンド,LE
2424,Learリアー,LEA
2425,Lincoln Electric Holdingsリンカーン エレクトリック ホールディングス,LECO
2426,SemiLEDs CorporationセミLEDS,LEDS
2427,Lee Enterprises Incorporatedリー エンタープライジーズ,LEE
2428,Leggett & Plattレゲット アンド プラット,LEG
2429,Legacy Housing Corpレガシーハウジング,LEGH
2430,Lennar Aレナー A,LEN
2431,Leslie's Inc レスリーズ,LESL
2432,Centrus Energy Corp Aセントラス エナジー A,LEU
2433,Lion Electric Co/Theライオン エレクトリック,LEV
2434,Levi Strauss & Co Aリーバイ ストラウス A,LEVI
2435,Lexaria Bioscience Corpレクサリア バイオサイエンス,LEXX
2436,Lifecore Biomedical Incライフコア バイオメディカル,LFCR
2437,LifeMD  Incライフエムディー　インク,LFMD
2438,Lifestance Health Group Inc ライフスタンス ヘルス グループ,LFST
2439,Littelfuseリテルヒューズ,LFUS
2440,Lifevantageライフバンテージ,LFVN
2441,LGI Homes IncLGIホームズ,LGIH
2442,The LGL Group IncLGLグループ,LGL
2443,LogicMark Incロジックマーク インク,LGMK
2444,Ligand Pharmaceuticals Incリガンド ファーマシューティカルズ,LGND
2445,Largo Incラーゴ インク,LGO
2446,Semper Paratus Acquisition Corporation Aセンパー パラタス アクイジション A,LGST
2447,Longview Acquisition Corp2 Aロングビュー アクイジション コープ2 A,LGV
2448,LAMF Global Ventures Corp1LAMF グローバル ベンチャー1,LGVC
2449,Longeveron Incランジベロン インク,LGVN
2450,Laboratory Corporation of America Holdingsラボラトリー コーポレーション オブ アメリカ ホールディングス,LH
2451,Leo Holdings Corp2 Aレオ ホールディングス2 A,LHC
2452,L3Harris TechnologiesL3ハリス　テクノロジーズ,LHX
2453,Liberty Resources Acquisition Corp Aリバティー リソーシズ アクイジション A,LIBY
2454,Li-Cycle Holdings Corpリサイクル ホールディングス,LICY
2455,AEye Incエーアイ インク,LIDR
2456,Lennox International Incレノックス インターナショナル,LII
2457,Liberty Latin Americ Aリバティ ラテン アメリカ A,LILA
2458,Liberty Latin America Ltd Cリバティ ラテン アメリカ C,LILAK
2459,Lilium NVリリウム NV,LILM
2460,Lindeリンデ,LIN
2461,Lincoln Educational Services Corporationリンカーン エデュケーショナル サービシズ,LINC
2462,Lindblad Expeditions Holdingsリンドブラッド エクスペディションズ HD,LIND
2463,Interlink Electronics Incインターリンク エレクトロニクス,LINK
2464,LiqTech International Incリクテック インターナショナル,LIQT
2465,Lumentum Holdingsルメンタム ホールディングス,LITE
2466,Snow Lake Resources Ltdスノウ レイク リソース,LITM
2467,LIV Capital Acquisition Corp2 ALIV キャピタル アクイジション2 A,LIVB
2468,Live Ventures Incライブ ベンチャーズ,LIVE
2469,LivaNova PLCリバノワ,LIVN
2470,Lixte Biotechnology Holdings  Incリクステバイオテクノロジー,LIXT
2471,Lightjump Acquisition Corpライトジャンプ　アクイジション,LJAQ
2472,Luokung Technology Corpルオカン　テクノロジー,LKCO
2473,Lakeland Financial Corpレイクランド フィナンシャル,LKFN
2474,LKQLKQ,LKQ
2475,LL Flooring Holdings IncLL フローリング,LL
2476,Terran Orbital Corp.テラン オービット,LLAP
2477,Eli Lillyイーライ リリィ,LLY
2478,LeMaitre Vascularルメイトレ バスキュラー,LMAT
2479,Limbach Holdings Incリムバッハ　ホールディングス,LMB
2480,LumiraDx LimitedルミラDX,LMDX
2481,LM Funding America IncLM ファンディング アメリカ インク,LMFA
2482,Lemonade Incレモネード,LMND
2483,Limoneira Coリモネイラ,LMNR
2484,Lockheed Martinロッキード マーチン,LMT
2485,Lincoln Nationalリンカーン ナショナル,LNC
2486,Cheniere Energyシェニエール エナジー,LNG
2487,Lindsay Corporationリンゼー,LNN
2488,LENSAR Inc レンザー,LNSR
2489,Alliant Energyアライアント エナジー,LNT
2490,Lantheus Holdings Incランセウス ホールディングス,LNTH
2491,Light & Wonder Incライト アンド ワンダー,LNW
2492,LanzaTech Global Inc Aランザテック グローバル インク A,LNZA
2493,Live Oak Bancshares Incライブ オーク バンクシェアーズ,LOB
2494,Live Oak Crestview Climate Acquisition Aライブ オーク クレストビュー クライメ A,LOCC
2495,Local Bounti Corporationローカル バウンティ コーポレーション,LOCL
2496,El Pollo Loco Holdings Incエル ポーロ ロコ ホールディングス,LOCO
2497,Comstock Incコムストック,LODE
2498,Logitech International SAロジテック・インターナショナル,LOGI
2499,Loop Industries Incループ インダストリーズ,LOOP
2500,Grand Canyon Education Incグランド キャニオン エデュケーション,LOPE
2501,Lovesac Coラブサック,LOVE
2502,Lowe'sロウズ,LOW
2503,Lipocine Incリポシン,LPCN
2504,Dorian LPG Ltd ドリアン LPG,LPG
2505,LPL Financial HoldingsLPL フィナンシャル ホールディングス,LPLA
2506,Open Lending Corporation AOpen Lending Corp,LPRO
2507,LivePerson Incライブパーソン,LPSN
2508,LightPath Technologies IncAライトパス・テクノロジーズA,LPTH
2509,Leap Therapeutics Incリープ セラピューティクス,LPTX
2510,Louisiana Pacific Corporationルイジアナ パシフィック,LPX
2511,Liquidia Technologies Incリキディア テクノロジーズ,LQDA
2512,Liquidity Servicesリクイディティ サービシズ,LQDT
2513,Lam Researchラム リサーチ,LRCX
2514,Larimar Therapeutics Incラリマー・セラピューティクス,LRMR
2515,Stride Incストライド,LRN
2516,Lesaka Technologies Incレサカ テクノロジーズ インク,LSAK
2517,Lake Shore Bancorp Incレイクショア・バンコープ,LSBK
2518,Lattice Semiconductorラティスセミコンダクター,LSCC
2519,Laird Superfood  Incライアード　スーパーフード,LSF
2520,Lightspeed Commerce Incライトスピードコマース,LSPD
2521,Lisata Therapeutics Incリサタ セラピューティクス,LSTA
2522,Landstar Systemランドスター システム,LSTR
2523,Lightbridge Corporationライトブリッジ,LTBR
2524,Latch Incラッチ,LTCH
2525,Life Time Group Holdings Incライフ タイム グループ ホールディングス,LTH
2526,Livent Corpライベント コーポレーション,LTHM
2527,Lantern Pharma Incランタン ファーマ,LTRN
2528,Lantronix Incラントロニクス,LTRX
2529,Lottery.comロタリー コム,LTRY
2530,Luby's Incルビーズ,LUB
2531,Lucid Diagnostics Incルシード ダイアグノースティクス,LUCD
2532,Lululemon Athleticaルルレモン アスレティカ,LULU
2533,Lumen Technologies Incルーメン テクノロジーズ,LUMN
2534,Lumos Pharma Incルモス ファーマ,LUMO
2535,Luna Innovations Incルナイノベーション,LUNA
2536,Pulmonx Corporationピュルモンクス　コーポレーション,LUNG
2537,Intuitive Machines Inc Aインテュイティヴ マシーンズ A,LUNR
2538,Southwest Airlinesサウスウエスト エアラインズ,LUV
2539,Lulu's Fashion Lounge Holdingsルルズ ファッションラウンジ,LVLU
2540,LiveOne Incライブワン インク,LVO
2541,LiveVox Holdings Incリブボックス ホールディングス,LVOX
2542,Lavoro Ltd Aラボロ A,LVRO
2543,Las Vegas Sandsラスベガス サンズ,LVS
2544,Lava Therapeutics Nvラバ　セラピューティックス,LVTX
2545,LiveWire Group Incライブワイヤー　グループ,LVWR
2546,Lamb Weston Holdings Incラム ウェストン ホールディングス,LW
2547,Lifeway Foods Incライフウェイ フーズ,LWAY
2548,Lightwave Logic Incライトウェーブ ロジック,LWLG
2549,Luxfer Holdings PLCラックスファー ホールディングス,LXFR
2550,Lexicon Pharmaceuticalsレキシコン ファーマシュティカルズ,LXRX
2551,LSB Industries Incエルエスビー インダストリーズ,LXU
2552,LyondellBasell Industries NVリヨンデルバセル・インダストリーズＡ,LYB
2553,Lyell Immunopharma Incライエル イミューノーファーマー,LYEL
2554,Lyft Inc Aリフト A,LYFT
2555,Lyra Therapeutics IncLyra Therapeutics Inc,LYRA
2556,LSI Industries Incエルエスアイ インダストリーズ,LYTS
2557,Live Nation Entertainmentライブ ネーション エンターテインメント,LYV
2558,Legalzoom.com Incリーガルズーム,LZ
2559,La Z Boy Incレイジーボーイ,LZB
2560,Lifezone Metalsライフゾーン メタルズ,LZM
2561,Macy'sメーシーズ,M
2562,Mastercard Aマスターカード A,MA
2563,Moringa Acquisition Corp -Aモリンガ　アクイジション　Ａ,MACA
2564,Mission Advancement Corp Aミッション アドゥヴァーンスメント A,MACC
2565,Merrimack Pharmaceuticalsメリマック ファーマシューティカルズ,MACK
2566,MAG Silver CorpMAG シルバー コーポ,MAG
2567,Mama's Creations Incママズ クリエイションズ,MAMA
2568,ManpowerGroupマンパワーグループ,MAN
2569,Manhattan Associatesマンハッタン アソシエイツ,MANH
2570,Manchester United Aマンチェスター ユナイテッド A,MANU
2571,WM Technology Inc AWM　テクノロジー A,MAPS
2572,Maquia Capital Acquisition Corporation Aマクイア キャピタル アクイジション A,MAQC
2573,Marriott International Aマリオット インターナショナル A,MAR
2574,Marathon Digital Holdings Incマラソン デジタル ホールディングス,MARA
2575,Remark Holdings Incリマーク ホールディングス,MARK
2576,Mascoマスコ,MAS
2577,Masimoマシモ,MASI
2578,908 Devices Inc908デバイセズ,MASS
2579,Mattelマテル,MAT
2580,Metalpha Technology Holdingメタルファ テクノロジー,MATH
2581,MATVマティブ,MATV
2582,Matthews International Corp Aマシューズ インターナショナル A,MATW
2583,Matsonマットソン,MATX
2584,MediaAlpha  Inc Aメディアアルファ A,MAX
2585,Maxeon Solar Technologiesマキシオン ソーラー テクノロジーズ,MAXN
2586,M3-Brigade Acquisition2 Corp AM3 ブリゲード アクイジション2 A,MBAC
2587,Masterbrand Incマスターブランド,MBC
2588,Middlefield Banc Corpミドルフィールド バンク,MBCN
2589,MBIAMBIA,MBI
2590,Merchants Bancorp (Indiana)マーチャンツ バンコープ,MBIN
2591,Mustang Bio Incムスタング バイオ,MBIO
2592,Mobileye Global Incモービルアイ グローバル,MBLY
2593,Microbot Medical Incマイクロボット メディカル,MBOT
2594,Moleculin Biotech Incモレキュリン バイオテック,MBRX
2595,Malibu Boats Inc Aマリブ ボーツ A,MBUU
2596,Mercantile Bank Corpマーカンタイル バンク,MBWM
2597,Moelis & Co Aモーリス A,MC
2598,Mountain & Co1 Acquisition Corpマウンテン アンド コー1 アクイジション,MCAA
2599,Mountain Crest Acquisition Corp5マウンテン クレスト アクイジション5,MCAG
2600,Metropolitan Bank Holding Corpメトロポリタン バンク ホールディング,MCB
